participantId,trialNumber,targetSize,distance,direction,timeMs,distanceTraveled,errorCount
P8417,52,30,300,left,1477,637.1524915931329,0
P8417,53,30,100,left,990,201.95872074798743,0
P8417,54,30,300,right,1733,466.0845059456654,0
P8417,55,90,100,left,684,140.9005598855892,0
P8417,56,90,100,right,749,210.79679118799058,0
P8417,57,60,100,left,861,123.22756074900472,0
P8417,58,60,300,left,1155,332.96736493484536,0
P8417,59,90,300,right,930,276.0229077218467,0
P8417,60,90,300,left,960,311.58146820150455,0
P8417,61,90,100,left,727,136.42823729563167,0
P8417,62,90,200,right,862,280.6088753745137,0
P8417,63,30,300,right,1538,885.6460209482692,0
P8417,64,60,200,right,1094,699.3050748516052,0
P8417,65,60,300,left,1508,697.3222215937335,0
P8417,66,30,100,left,940,205.45089309268326,0
P8417,67,30,100,right,1485,223.3480962842942,1
P8417,68,90,200,left,941,274.5861887719091,0
P8417,69,30,300,right,1397,569.0915823864508,0
P8417,70,90,300,right,1043,709.057889161529,0
P8417,71,30,300,left,1214,395.71861892544,0
P8417,72,30,100,left,1213,279.5206273698351,0
P8417,73,90,200,right,1020,207.29279094248363,0
P8417,74,30,300,left,1042,363.6554987088371,0
P8417,75,60,100,right,899,196.5126750283443,0
P8417,76,60,200,left,948,340.37949940897187,0
P8417,77,60,300,right,987,517.2513451270213,0
P8417,78,60,100,left,746,121.066735715006,0
P8417,79,60,100,right,1068,156.25457595796192,0
P8417,80,60,100,right,745,112.73558460593568,0
P8417,81,90,200,right,744,233.33930589524786,0
P8417,82,30,300,right,1000,361.6444212087792,0
P8417,83,60,100,left,1326,304.3881727097929,1
P8417,84,60,200,right,1213,249.95067642232894,0
P8417,85,30,300,right,1016,363.112501864149,0
P8417,86,60,200,left,828,361.7716977266716,0
P8417,87,60,100,right,878,365.86092212135424,0
P8417,88,60,200,right,737,289.7122373137642,0
P8417,89,90,100,right,809,258.3747626491207,0
P8417,90,60,300,right,973,493.92756386605436,0
P8417,91,90,300,left,810,625.8746574045077,0
P8417,92,60,100,right,1532,466.56032442066225,1
P8417,93,30,100,right,880,272.73921117464374,0
P8417,94,90,200,left,998,313.15985802534755,0
P8417,95,30,200,left,1076,344.1517572521646,0
P8417,96,30,300,right,980,414.6380050920416,0
P8417,97,90,200,right,1081,220.7606243116528,0
P8417,98,90,100,left,737,311.2327359126019,0
P8417,99,30,300,left,1075,460.3418941108308,0
P8417,100,60,300,right,1274,302.28276064374836,0
P8417,101,60,200,right,1023,487.8001244745089,0
P8417,102,90,300,left,850,320.3556978645527,0
P8417,103,60,200,right,1078,691.6202375639486,0
P8417,104,30,100,left,878,133.47176081730785,0
P8417,105,30,100,right,804,131.89770263137734,0
P8417,106,60,100,left,626,97.37630713771306,0
P8417,107,60,200,right,758,186.5345624936472,0
P8417,108,90,200,right,760,183.79278609739723,0
P8417,109,30,200,right,1198,272.41209209862114,0
P8417,110,90,300,right,1063,384.9771807301905,0
P8417,111,30,300,left,1056,594.0806140333835,0
P8417,112,90,100,left,829,178.16244225081428,0
P8417,113,90,300,right,759,308.2698434662734,0
P8417,114,60,100,right,845,188.794662261008,0
P8417,115,30,200,right,1030,238.92649538407213,0
P8417,116,60,100,left,709,118.00932034825055,0
P8417,117,60,200,right,903,242.27294753908947,0
P8417,118,30,100,left,735,97.49214843655206,0
P8417,119,90,100,right,739,130.71207747847967,0
P8417,120,60,200,left,773,210.8723605764211,0
P8417,121,30,100,right,1027,149.5885837831205,0
P8417,122,60,100,left,737,98.39239887720888,0
P8417,123,60,300,right,956,278.23298978639843,0
P8417,124,60,300,left,892,330.43153449567575,0
P8417,125,30,200,left,1046,328.5392641999073,0
P8417,126,90,100,left,649,94.64468377298482,0
P8417,127,30,300,left,933,314.18725082128987,0
P8417,128,30,300,left,882,369.1084438149713,0
P8417,129,30,100,right,992,176.35890635209947,0
P8417,130,90,200,right,803,253.12060354166348,0
P8417,131,90,200,left,726,185.6343386228541,0
P8417,132,30,100,right,1436,143.90172978526846,0
P8417,133,60,300,right,826,285.14462017169285,0
P8417,134,30,200,right,890,230.15850809304024,0
P8417,135,60,300,right,890,278.6499520551932,0
P8417,136,90,100,right,675,92.60863616806162,0
P8417,137,60,300,right,832,298.3761553404522,0
P8417,138,90,200,right,812,198.08216658089708,0
P8417,139,90,100,left,621,133.3800353321569,0
P8417,140,60,100,left,726,137.57275386963624,0
P8417,141,60,200,right,904,200.38545671533197,0
P8417,142,60,200,left,874,185.49932890370164,0
P8417,143,30,200,right,814,217.29903025422118,0
P8417,144,90,300,left,664,271.6614550634215,0
P8417,145,60,100,left,1044,172.40433471971247,0
P8417,146,90,200,right,772,202.73994736367783,0
P8417,147,30,200,right,810,205.31347695838622,0
P8417,148,90,200,left,900,193.54080642399006,0
P8417,149,60,300,left,921,305.8255017672513,0
P8417,150,30,300,right,1126,432.7945662417004,0
P8417,151,30,200,left,919,209.22226666275213,0
P8417,152,60,300,right,893,360.19051217548713,0
P8417,153,30,100,left,978,181.77884582803478,0
P8417,154,90,300,left,999,485.3697372955986,0
P8417,155,30,300,left,974,342.30106956131465,0
P8417,156,60,100,left,1018,343.1958097921882,0
P8417,157,60,200,left,729,206.32261532429982,0
P8417,158,90,100,right,1474,249.99147199233005,1
P8417,159,30,300,right,1664,319.66013999149965,1
P8417,160,90,200,left,715,277.8043686968537,0
P8417,161,90,100,right,684,116.03069869511515,0
P8417,162,30,300,right,932,582.9685481623883,0
P8417,163,30,200,right,920,281.05447551097666,0
P8417,164,90,300,right,697,280.0223000712513,0
P8417,165,60,100,right,662,101.3395951575592,0
P8417,166,90,100,right,620,83.42255675206229,0
P8417,167,60,300,right,1008,284.19314756204585,0
P8417,168,30,200,left,867,258.5363117305414,0
P8417,169,90,300,right,802,288.95010739410776,0
P8417,170,90,100,left,952,296.6559214337138,0
P8417,171,90,300,right,852,333.6927721540918,0
P8417,172,60,200,right,798,263.7994613632096,0
P8417,173,30,300,left,1071,317.4132976858007,0
P8417,174,30,200,right,1161,292.4832625765322,0
P8417,175,60,100,right,830,113.90458338398416,0
P8417,176,90,100,right,634,131.33685543334371,0
P8417,177,90,300,left,729,276.9089984947203,0
P8417,178,30,100,right,974,162.67333802725307,0
P8417,179,60,100,right,813,119.29264937390688,0
P8417,180,60,100,right,855,119.81555430809466,0
