participantId,trialNumber,targetSize,distance,direction,timeMs,distanceTraveled,errorCount
P6099,51,90,100,right,443,382.93056573886264,0
P6099,52,30,200,right,853,270.9100731844438,1
P6099,53,60,200,left,475,203.3494532647337,0
P6099,54,30,300,left,785,385.77817577571255,0
P6099,55,30,100,left,938,231.72598098888136,2
P6099,56,30,300,right,806,490.9446730278373,0
P6099,57,90,100,left,403,148.30330324607831,0
P6099,58,30,300,right,802,305.69241064457674,0
P6099,59,30,200,left,564,218.96959327443926,0
P6099,60,90,300,right,483,289.77781365432696,0
P6099,61,30,100,left,388,122.17379605565397,0
P6099,62,90,200,left,430,369.11184823866745,0
P6099,63,60,200,left,670,256.60290222491415,0
P6099,64,30,300,right,946,584.058768724664,0
P6099,65,30,100,left,534,215.87814417561202,0
P6099,66,90,300,right,1106,786.0440684958589,2
P6099,67,90,200,right,413,397.1894691653263,0
P6099,68,90,300,right,430,505.2547792958613,0
P6099,69,90,200,left,358,206.5695917365199,0
P6099,70,30,100,right,875,367.1918587498795,1
P6099,71,90,300,left,478,310.5470536604787,0
P6099,72,30,200,left,769,331.9304078955857,0
P6099,73,30,200,right,708,203.87531975583164,0
P6099,74,90,200,left,568,214.13053913299566,0
P6099,75,60,300,left,676,528.4239609453256,0
P6099,76,90,300,right,604,303.6184722717956,0
P6099,77,60,100,left,659,195.9935839314373,1
P6099,78,60,300,left,742,857.1145720027613,0
P6099,79,30,300,right,842,288.8550420709323,0
P6099,80,60,200,right,731,278.4584109778503,0
P6099,81,60,200,left,431,219.6992754594945,0
P6099,82,60,300,right,581,355.1567947938008,0
P6099,83,90,300,right,492,472.168545560656,0
P6099,84,30,300,left,574,305.0242196981828,0
P6099,85,30,200,right,876,230.56869633291373,1
P6099,86,30,200,left,803,438.88460929002,0
P6099,87,90,100,right,595,212.69431860316885,0
P6099,88,90,200,left,523,230.11000723969858,0
P6099,89,30,300,left,669,491.063673489614,0
P6099,90,90,300,right,480,315.55660638781393,0
P6099,91,30,200,right,599,214.9805580632076,0
P6099,92,30,100,left,580,291.4165310989022,0
P6099,93,60,200,right,701,271.37803543175414,1
P6099,94,90,100,left,413,175.8937771934156,0
P6099,95,60,300,right,732,288.22898431090726,0
P6099,96,90,100,right,629,311.79061499366827,0
P6099,97,60,300,left,915,620.6282811474751,0
P6099,98,30,300,right,690,326.81237614117293,0
P6099,99,30,200,left,761,257.62130624537235,0
P6099,100,90,100,left,435,322.2323420858498,0
P6099,101,60,300,left,654,483.07090312221635,0
P6099,102,90,300,left,505,519.3011885757326,0
P6099,103,90,200,right,408,254.03320477032312,0
P6099,104,60,300,left,413,316.0220602293425,0
P6099,105,60,200,left,392,200.3479471554873,0
P6099,106,90,100,left,689,467.1138946466827,1
P6099,107,60,100,left,773,376.8407932640262,1
P6099,108,30,100,left,744,279.12562103982225,1
P6099,109,30,200,left,491,210.26318384227326,0
P6099,110,30,300,right,804,542.5211586799642,0
P6099,111,60,100,right,546,238.50100660685442,0
P6099,112,30,100,left,452,104.27772727871833,0
P6099,113,90,300,left,675,305.8105857654088,1
P6099,114,30,200,left,775,345.9022652190069,1
P6099,115,90,300,right,706,492.4714944370727,1
P6099,116,30,200,left,681,594.3265382189916,0
P6099,117,90,100,right,566,421.3557991708182,0
P6099,118,60,100,left,602,200.7695939911825,1
P6099,119,90,200,left,395,211.67041542932617,0
P6099,120,30,200,left,586,355.9908405965205,0
P6099,121,30,300,left,852,510.15381829445596,0
P6099,122,90,100,right,450,293.7221473692339,0
P6099,123,90,300,left,484,302.70381125910103,0
P6099,124,60,200,right,588,221.11691798951574,0
P6099,125,60,200,right,466,248.48105322856128,0
P6099,126,30,300,left,822,350.52052488083115,1
P6099,127,60,100,left,444,292.4781090220131,0
P6099,128,90,300,left,548,419.55047566098426,0
P6099,129,30,100,left,746,282.33346747303654,0
P6099,130,90,300,right,1064,378.4502359174696,1
P6099,131,60,100,right,466,332.20800513277885,0
P6099,132,30,200,right,750,381.4019023363676,0
P6099,133,60,300,right,624,458.7072281256635,0
P6099,134,30,200,right,786,344.5155885525774,0
P6099,135,60,200,left,581,227.48301928980868,0
P6099,136,60,200,left,532,490.0257389524387,0
P6099,137,90,200,left,447,371.44521163781235,0
P6099,138,90,200,right,435,243.83184465517277,0
P6099,139,60,100,right,447,312.66619520468913,0
P6099,140,60,100,left,619,217.95960341649868,0
P6099,141,60,100,right,759,683.6554287126576,1
P6099,142,30,300,left,679,323.0719227158287,0
P6099,143,30,200,right,797,326.2096364738293,0
P6099,144,90,100,left,384,131.61676414579543,0
P6099,145,90,200,right,683,471.49070741674933,1
P6099,146,60,300,right,863,653.6382936817552,1
P6099,147,30,100,left,635,237.36039187627742,0
P6099,148,30,100,right,623,148.34647313480528,0
P6099,149,90,100,right,878,248.87406264836312,0
P6099,150,30,300,right,865,436.9469955558419,0
P6099,151,60,300,left,690,360.95268536574645,0
P6099,152,60,100,left,787,351.03892702865966,1
P6099,153,30,100,right,568,131.38876332138747,0
P6099,154,60,100,right,450,219.5061538733251,0
P6099,155,60,200,left,696,270.30622692486463,1
P6099,156,30,300,left,640,350.5884207125458,0
P6099,157,30,200,right,690,281.07894869291016,0
P6099,158,30,300,left,780,531.1062082805875,0
P6099,159,30,300,right,734,343.55567613616677,0
P6099,160,90,300,left,757,706.8014389359164,1
P6099,161,90,100,left,527,242.08455126242902,0
P6099,162,60,300,left,633,313.4292635139307,0
P6099,163,90,300,left,520,453.5510279004642,0
P6099,164,90,200,right,410,374.6416871709957,0
P6099,165,60,200,right,954,626.0933370974474,1
P6099,166,60,300,right,580,522.8357436099492,0
P6099,167,90,100,left,438,306.7464735965101,0
P6099,168,60,200,right,568,202.44671883537404,0
P6099,169,60,100,right,501,302.28813229187756,0
P6099,170,60,100,left,444,266.76707882111367,0
P6099,171,60,200,right,422,253.3985050962681,0
P6099,172,30,100,right,490,335.05156422177805,0
P6099,173,60,200,right,828,722.6549237590779,1
P6099,174,30,200,right,618,474.48880795575286,0
P6099,175,30,100,right,446,348.1594991533831,0
P6099,176,60,100,right,370,156.0952367537835,0
P6099,177,60,100,right,1238,783.2374703215066,2
P6099,178,60,100,right,710,366.14635999173976,1
P6099,179,60,300,right,494,309.35234477351867,0
P6099,180,60,300,left,585,461.24685255308657,0
