participantId,trialNumber,targetSize,distance,direction,timeMs,distanceTraveled,errorCount
P9560,142,60,100,left,704,134.22615837004665,0
P9560,143,90,100,right,1074,288.5679436533309,1
P9560,144,90,200,left,737,250.6204093810388,0
P9560,145,90,100,right,733,119.10823874094233,0
P9560,146,90,300,right,816,258.52351985780604,0
P9560,147,60,100,right,658,122.04229557730847,0
P9560,148,90,100,right,671,87.36892317667747,0
P9560,149,60,300,right,845,313.88639526084523,0
P9560,150,90,200,right,729,173.15996890210275,0
P9560,151,30,300,right,1057,364.10891700608175,0
P9560,152,30,100,left,1199,153.42816742968662,0
P9560,153,30,300,left,1034,327.31555663005463,0
P9560,154,90,300,right,799,321.32097700371133,0
P9560,155,90,300,right,781,300.3907722624978,0
P9560,156,30,100,left,964,127.2475027218958,0
P9560,157,60,300,right,921,303.8898609633524,0
P9560,158,60,100,left,680,105.41017780673403,0
P9560,159,30,200,left,921,202.14072069644962,0
P9560,160,30,100,left,875,140.69726915922837,0
P9560,161,30,100,right,834,116.15798098673865,0
P9560,162,90,100,right,794,153.7097897898676,0
P9560,163,90,100,right,698,88.89980139620602,0
P9560,164,60,200,left,934,178.77009730609527,0
P9560,165,60,300,left,858,282.5774253182244,0
P9560,166,90,100,right,734,149.98392040360312,0
P9560,167,60,200,left,764,261.86797988300356,0
P9560,168,30,200,left,1219,233.34770952083028,0
P9560,169,60,200,left,1418,219.86066664057032,0
P9560,170,30,100,left,713,108.6062655896128,0
P9560,171,90,100,left,689,88.44461991116736,0
P9560,172,90,200,left,766,206.1437206171069,0
P9560,173,60,200,right,928,200.57141034553246,0
P9560,174,60,100,right,685,113.95799340310488,0
P9560,175,30,300,right,1208,367.6534578245966,0
P9560,176,90,200,right,992,209.44719087166658,0
P9560,177,90,300,left,788,324.78308821455107,0
P9560,178,90,100,left,698,87.2009665857117,0
P9560,179,60,200,left,730,188.0276436329228,0
P9560,180,90,200,right,874,270.9347762213777,0
