participantId,trialNumber,targetSize,distance,direction,timeMs,distanceTraveled,errorCount
P5541,62,90,100,left,423,181.62005664041487,0
P5541,63,60,300,right,524,314.4317768657202,0
P5541,64,90,200,left,477,275.0925212781327,0
P5541,65,60,100,right,626,290.92422100295585,0
P5541,66,90,100,left,417,201.12044521299845,0
P5541,67,90,200,left,418,216.53253899709836,0
P5541,68,60,200,left,480,223.5161534968292,0
P5541,69,30,100,left,824,179.54682795554876,0
P5541,70,90,100,left,434,192.31660682950667,0
P5541,71,90,200,right,751,302.1902822514046,1
P5541,72,30,200,left,691,244.4239074402997,0
P5541,73,60,100,left,459,239.602911305862,0
P5541,74,30,200,right,698,225.9501140364907,0
P5541,75,60,200,left,608,187.09997225050495,0
P5541,76,90,300,left,701,310.06298495375904,1
P5541,77,60,300,left,600,316.03626846488083,0
P5541,78,90,200,right,648,731.636836004815,0
P5541,79,60,100,right,480,241.91175831030014,0
P5541,80,90,100,right,804,402.4969981838606,1
P5541,81,60,100,left,748,177.44951545948322,1
P5541,82,30,100,right,659,140.83194619389437,0
P5541,83,60,200,right,499,337.76953794467767,0
P5541,84,90,300,right,724,474.39621671913415,0
P5541,85,90,100,left,396,169.1141278719946,0
P5541,86,60,300,left,755,456.81792436790886,0
P5541,87,60,200,right,527,203.7738457144908,0
P5541,88,90,100,left,573,213.9678791140322,1
P5541,89,30,300,left,1060,612.9515278593333,1
P5541,90,90,300,right,474,318.9607945887973,0
P5541,91,60,100,right,494,213.51773922521195,0
P5541,92,90,200,left,424,195.83017558636303,0
P5541,93,30,300,right,668,312.10833208440016,0
P5541,94,30,300,right,627,392.48849137803603,0
P5541,95,60,100,right,465,111.93055945282511,0
P5541,96,30,300,right,757,389.18850816901846,0
P5541,97,90,200,right,454,272.0593015520274,0
P5541,98,60,200,right,677,343.9093874240282,0
P5541,99,60,300,left,1601,1453.416629422973,2
P5541,100,30,100,left,601,186.66682061196178,0
P5541,101,30,200,right,811,494.4300348895552,0
P5541,102,60,300,right,753,658.4893451928149,0
P5541,103,60,100,left,651,775.8361404000706,0
P5541,104,30,300,left,816,395.1657463268296,0
P5541,105,30,100,right,679,364.9826633264442,0
P5541,106,90,300,right,494,608.2847081605673,0
P5541,107,60,200,left,627,420.38489068106844,1
P5541,108,30,100,left,642,163.97062561950415,1
P5541,109,60,300,right,631,465.418764382601,1
P5541,110,60,100,left,465,215.8464828389132,0
P5541,111,30,300,right,723,311.2023875329659,0
P5541,112,30,100,left,676,198.52735001438384,0
P5541,113,60,200,left,717,455.7471696853033,0
P5541,114,30,200,left,804,450.36834797724396,0
P5541,115,30,300,right,785,507.64577748150407,1
P5541,116,90,100,right,725,259.45600760196714,1
P5541,117,30,100,left,845,226.21461951337537,0
P5541,118,60,200,left,605,233.29691832554852,0
P5541,119,30,100,right,796,260.5257141010638,0
P5541,120,90,100,right,409,139.0736834803873,0
P5541,121,90,200,left,515,213.9369934419796,0
P5541,122,60,100,right,551,274.3538227245334,0
P5541,123,30,200,right,1065,344.0581139165989,1
P5541,124,30,300,left,750,337.76442393563434,0
P5541,125,90,100,right,503,139.80754006226442,0
P5541,126,30,100,left,524,170.04694260598131,0
P5541,127,30,100,right,719,129.24395064037282,0
P5541,128,30,300,right,691,432.22646035356144,0
P5541,129,90,300,left,587,443.0679643303202,0
P5541,130,30,100,right,658,274.26630767355226,0
P5541,131,90,200,left,497,354.1703468576929,0
P5541,132,30,300,right,805,373.56111804643956,0
P5541,133,90,300,right,690,531.9621706373057,0
P5541,134,90,200,left,550,172.8119419294511,0
P5541,135,90,300,right,704,365.93697386147386,0
P5541,136,60,100,right,462,283.1246798189617,0
P5541,137,30,100,right,758,359.56795575839504,0
P5541,138,90,300,left,660,360.11894033592256,0
P5541,139,30,100,right,654,307.63299498439164,0
P5541,140,60,200,left,583,211.1784374297305,0
P5541,141,30,100,left,574,110.21568865978622,0
P5541,142,90,100,right,444,170.63020447502953,0
P5541,143,60,100,left,408,120.94678330826392,0
P5541,144,30,200,left,709,236.83491371954938,0
P5541,145,60,200,right,550,223.58966680691108,0
P5541,146,60,300,left,671,578.9792769021742,0
P5541,147,30,300,right,684,320.40474838258757,0
P5541,148,90,100,left,440,138.74838686771614,0
P5541,149,30,200,left,827,267.77911317173164,0
P5541,150,90,200,left,500,308.9027522837822,0
P5541,151,90,200,right,510,271.3279191847421,0
P5541,152,30,300,left,835,432.57267638169975,0
P5541,153,60,300,right,655,493.9142362944045,0
P5541,154,90,100,right,641,230.92263520727136,0
P5541,155,90,200,left,484,225.48259141392418,0
P5541,156,30,100,left,753,197.05513929588798,0
P5541,157,30,200,left,663,357.3057562890323,0
P5541,158,90,200,right,468,164.96080891926763,0
P5541,159,60,200,right,452,294.830622174261,0
P5541,160,60,200,left,488,220.15628362083473,0
P5541,161,30,200,left,732,570.1570133469332,0
P5541,162,60,100,left,601,485.5644608361603,0
P5541,163,30,200,left,692,272.26576607983066,0
P5541,164,60,200,right,1072,603.2264466964982,2
P5541,165,90,200,left,532,183.39306748002724,0
P5541,166,90,200,right,493,311.19316564229706,0
P5541,167,60,200,left,462,199.7234408078938,0
P5541,168,90,100,left,403,194.8660076953542,0
P5541,169,60,300,right,588,650.2755577753978,0
P5541,170,60,300,right,1259,737.4109686799193,2
P5541,171,30,100,right,917,178.5238846841449,1
P5541,172,60,200,right,980,200.46280712199686,2
P5541,173,60,300,left,916,318.5939313744512,0
P5541,174,90,200,left,607,610.6164888179053,0
P5541,175,30,100,left,780,153.64032905627573,0
P5541,176,60,200,right,1188,352.1649572507635,0
P5541,177,30,200,right,1102,493.5402375591859,0
P5541,178,90,100,right,441,131.49595507682596,0
P5541,179,90,300,left,618,320.17465302392077,0
P5541,180,60,100,right,600,90.5660693167512,0
