participantId,trialNumber,targetSize,distance,direction,timeMs,distanceTraveled,errorCount
P8698,110,60,200,right,1013,198.16747741825733,0
P8698,111,90,100,right,794,91.53327599818812,0
P8698,112,90,300,right,1049,341.99214252209896,0
P8698,113,90,100,right,1055,223.46636020169078,0
P8698,114,30,300,left,1321,469.0661500525637,0
P8698,115,90,200,right,1011,286.4454920408874,0
P8698,116,30,100,left,1946,231.26368833336687,0
P8698,117,30,300,right,1282,301.8190070593977,0
P8698,118,30,300,left,1329,347.57176383241233,0
P8698,119,30,200,right,1062,222.7149732564542,0
P8698,120,90,300,right,1048,333.94115909120706,0
P8698,121,30,100,left,1216,190.26968812904434,0
P8698,122,30,100,right,998,141.1667322930265,0
P8698,123,30,300,left,1320,324.3229023906865,0
P8698,124,30,100,right,917,182.6570135776547,0
P8698,125,90,300,right,977,299.57526788695003,0
P8698,126,90,200,right,886,201.72625878025855,0
P8698,127,90,300,right,962,355.31448580734605,0
P8698,128,90,100,left,1017,148.43892514704146,0
P8698,129,60,200,right,1041,218.57203602863527,0
P8698,130,90,100,right,916,288.5779053259726,0
P8698,131,30,200,left,1316,391.80813425932064,0
P8698,132,60,100,right,864,138.36503990564364,0
P8698,133,90,200,left,925,180.71495813495912,0
P8698,134,60,100,left,2336,89.35251812255473,1
P8698,135,30,100,left,1380,177.09692251710422,0
P8698,136,90,100,left,922,118.8250005713089,0
P8698,137,60,200,right,1004,222.09511293850778,0
P8698,138,60,300,left,1142,301.2907420653031,0
P8698,139,60,100,right,836,129.54991296115716,0
P8698,140,60,300,right,1131,472.89622978858415,0
P8698,141,90,100,right,804,97.74902822707416,0
P8698,142,60,300,right,1162,363.746664680816,0
P8698,143,30,300,left,1932,336.8556655860849,1
P8698,144,60,200,left,1210,406.62940086010286,0
P8698,145,60,100,right,939,87.78364018188088,0
P8698,146,90,100,right,1042,149.42619120921253,0
P8698,147,60,300,right,1118,308.7736146083296,0
P8698,148,90,100,right,777,128.42434031858355,0
P8698,149,30,200,right,1154,260.54338925053247,0
P8698,150,30,300,left,1225,372.6267099897307,0
P8698,151,90,300,left,1114,469.67613206296335,0
P8698,152,30,100,right,1362,223.4668388092843,0
P8698,153,90,200,right,1014,200.3981432416176,0
P8698,154,90,200,right,1012,287.1142167151465,0
P8698,155,90,300,right,1057,282.91902117611426,0
P8698,156,90,200,right,1204,195.8871636035523,0
P8698,157,30,100,left,975,122.49197154343375,0
P8698,158,30,100,left,1131,235.41691515067765,0
P8698,159,90,200,left,1030,344.14067985226774,0
P8698,160,60,200,right,989,215.95621906181634,0
P8698,161,90,100,right,987,106.99471922827972,0
P8698,162,30,300,right,1272,401.14799405821606,0
P8698,163,30,300,left,1239,307.4934307019092,0
P8698,164,30,200,left,1333,308.37669153791376,0
P8698,165,90,100,left,948,213.5902645044179,0
P8698,166,60,200,left,1184,361.7574786907687,0
P8698,167,60,300,left,1296,297.41722904099646,0
P8698,168,90,100,left,1044,160.80873677859557,0
P8698,169,60,100,left,1064,142.37042625481453,0
P8698,170,30,100,left,1098,158.3172603876581,0
P8698,171,60,300,left,1196,351.14769373089564,0
P8698,172,60,200,left,1131,200.60015689111808,0
P8698,173,30,200,left,1134,236.55750402974752,0
P8698,174,90,300,left,1083,366.9552462278445,0
P8698,175,60,200,right,1202,601.5343831068716,0
P8698,176,60,300,right,1167,462.971906718789,0
P8698,177,90,100,right,913,126.9737871726958,0
P8698,178,60,100,right,928,109.83748728405419,0
P8698,179,60,300,right,1125,293.6084233996989,0
P8698,180,30,200,left,1379,221.95110180953478,0
